point_id,year,n_obs,ndvi_mean,ndvi_max,ndvi_min,ndvi_std,ndvi_slope,ndvi_drop,cluster,risk_level
"102058,180133",2024,32,0.22650039,0.39102146,0.09911097,0.0581145664069138,6.630604235157751e-05,0.1912014799999999,1,MEDIUM_RISK
"102059,180122",2022,37,0.3123650772972973,0.4522494,0.19070081,0.0722788118076041,0.0006604688130746,0.22234907,2,HIGH_RISK
"102059,180122",2023,33,0.2631735684848485,0.34546658,0.11028037,0.0708839298092141,0.0006959180030407,0.12187758,0,LOW_RISK
"102059,180122",2024,29,0.2591431193103448,0.40113553,0.15241936,0.0683835275928153,0.0001976269626884,0.17972256,2,HIGH_RISK
"102059,180123",2022,37,0.2783487351351351,0.39829168,0.18971276,0.0473306460259161,0.0004189797614847,0.1674209699999999,2,HIGH_RISK
"102059,180123",2023,32,0.2478053159375,0.33723578,0.11867028,0.0584395814231791,0.0005934331876101,0.1255141699999999,0,LOW_RISK
"102059,180123",2024,30,0.2455985583333333,0.3678392,0.16826266,0.0490139828234736,-0.0002725452116779,0.1597401999999999,1,MEDIUM_RISK
"102059,180124",2022,37,0.2367381986486486,0.33406472,0.13166036,0.0529874472194324,0.0001879327975152,0.1695485799999999,1,MEDIUM_RISK
"102059,180124",2023,33,0.2229541413939393,0.2881156,0.07873716,0.0622963352479178,0.000678508613958,0.05216859,0,LOW_RISK
"102059,180124",2024,30,0.2424985573333333,0.37873667,0.12844425,0.061960379524304,0.0001223235016271,0.17983299,1,MEDIUM_RISK
"102059,180125",2022,37,0.255946892972973,0.3536036,0.1254888,0.0647228496135268,0.0002892240646849,0.17897008,1,MEDIUM_RISK
"102059,180125",2023,33,0.2335056412121212,0.30416542,0.07716049,0.0669723647790775,0.0006841712679715,0.08965829,0,LOW_RISK
"102059,180125",2024,29,0.2521946165517241,0.3936596,0.1489022,0.0614863991605004,0.0001042393120542,0.1855957,1,MEDIUM_RISK
"102059,180126",2022,36,0.2107710077777777,0.30565166,0.1020155,0.0513827334350068,0.0001854189228281,0.1590563599999999,1,MEDIUM_RISK
"102059,180126",2023,34,0.1938234711764705,0.26406428,0.06666667,0.0569368947040578,0.0005962212141687,0.0509826799999999,0,LOW_RISK
"102059,180126",2024,29,0.2158647237931034,0.33095178,0.093292214,0.0620211635406485,0.0002973559845874,0.1363399499999999,1,MEDIUM_RISK
